id	file	line	kind	voice	source	translation
noel4_003.dsf:1295	noel4_003.dsf	1295	narration		　逃げ出したかった。逃げ出さなくてはならなかった。	想要逃跑。必须逃跑才行。
noel4_003.dsf:1298	noel4_003.dsf	1298	narration		　理理が、自分と一緒に、血の海に沈む前に。	在理理和自己一起，沉入血海之前。
noel4_004.dsf:16	noel4_004.dsf	16	narration		　鉄扉を押し開き、プロムナードを駆け抜け、中庭に出た。	推开铁门，穿过长廊，来到了中庭。
noel4_004.dsf:20	noel4_004.dsf	20	narration		　たいして走ってもいないのに、足がもつれた。	明明没怎么跑，脚下却打起了绊子。
noel4_004.dsf:27	noel4_004.dsf	27	dialogue	vfnoel4_004noe000	「はぁ……はぁ……っ……」	「哈……哈……呃……」
noel4_004.dsf:31	noel4_004.dsf	31	narration		　力尽き、崩れ落ちるように、濡れた地面に膝をつく。	精疲力竭般瘫软下去，双膝跪在湿漉漉的地面上。
noel4_004.dsf:35	noel4_004.dsf	35	narration		　肩から流れた髪が、白い横頬を隠して泥の中に落ちる。	垂在肩上的头发遮住了苍白的侧脸，落入泥水之中。
noel4_004.dsf:39	noel4_004.dsf	39	narration		　その背に、天のはるか高みから、雨の雫が降り注ぐ。死神の肌が濡れて冷える。	雨滴从天际的高处倾泻 me 背上。死神的肌肤被湿透，渐渐发冷。
noel4_004.dsf:43	noel4_004.dsf	43	narration		　手の甲に落ちて止まない水は、しかし、ひどく、熱い。	然而，不断落在手背上的雨水，却灼热得可怕。
noel4_004.dsf:48	noel4_004.dsf	48	dialogue	vfnoel4_004noe001	「……っぐ……」	「……唔……」
noel4_004.dsf:52	noel4_004.dsf	52	narration		　地面に零れた髪を、泥と草と一緒に掴み、うずくまった。額を草の中に叩きつける。地面に喰らいつく。肩を揺する。	她连同泥草一起抓紧散落在地上的头发，蜷缩起来。额头重重磕在草丛里。死死咬住地面。肩膀不住颤抖。
noel4_004.dsf:67	noel4_004.dsf	67	dialogue	vfnoel4_004noe002	「う、わあああああああっっ！！」	「呜，哇啊啊啊啊啊啊啊！！」
noel4_004.dsf:71	noel4_004.dsf	71	narration		　全力で、叫んだ。	拼尽全力，大声呐喊。
noel4_004.dsf:76	noel4_004.dsf	76	dialogue	vfnoel4_004noe003	「わあああっっ！！！　うああああああ――――っ！！！」	「哇啊啊啊！！！呜啊啊啊啊啊啊——！！」
noel4_004.dsf:80	noel4_004.dsf	80	narration		　誰に聞かれても構わない。	被谁听见都无所谓。
noel4_004.dsf:84	noel4_004.dsf	84	narration		　どこにも届かなくても構わない。	传不到任何地方也无所谓。
noel4_004.dsf:88	noel4_004.dsf	88	narration		　叫んで、叫んで、空っぽになって、そして。	呐喊吧，呐喊吧，直到心中一片空洞，然后。
noel4_004.dsf:93	noel4_004.dsf	93	dialogue	vfnoel4_004noe004	「あ……っ……はぁ……っ」	「啊……呃……哈……呃」
noel4_004.dsf:97	noel4_004.dsf	97	narration		　濡れた顔を上げた。	她抬起湿透的脸庞。
noel4_004.dsf:101	noel4_004.dsf	101	narration		　雨降り注ぐ、空を仰いだ。	仰望着大雨倾盆的天空。
noel4_004.dsf:105	noel4_004.dsf	105	narration		　目を見開く。	睁大双眼。
noel4_004.dsf:109	noel4_004.dsf	109	narration		　青い空は、雲の中に。	湛蓝的天空，藏进了云层深处。
noel4_004.dsf:113	noel4_004.dsf	113	narration		　手を伸ばしても届かないところに。	退到了伸出手也触及不到的地方。
noel4_004.dsf:117	noel4_004.dsf	117	narration		　声が嗄れるまで叫んでも、この喉を堰き止める、燃え盛るマグマみたいな熱は吐き出せない。	即便喊到声音哑掉，也无法吐出堵在喉咙里、宛如熊熊燃烧的岩浆般的灼热。
noel4_004.dsf:121	noel4_004.dsf	121	narration		　それは腐って、重く落ちて、ノエルの腹を食い破る。	那团热量腐烂变质，沉重地坠落，撕咬破坏着诺艾尔的肚子。
noel4_004.dsf:126	noel4_004.dsf	126	dialogue	vfnoel4_004noe005	「あ……っ……く……、は、ぁ……っ」	「啊……呃……咕……，哈、啊……呃」
noel4_004.dsf:130	noel4_004.dsf	130	narration		　苦しい。	难受。
noel4_004.dsf:134	noel4_004.dsf	134	narration		　重い。	沉重。
noel4_004.dsf:138	noel4_004.dsf	138	narration		　痛い。	疼痛。
noel4_004.dsf:142	noel4_004.dsf	142	narration		　空を見上げたまま、声を失った。	她就这样仰望着天空，发不出声音。
noel4_004.dsf:146	noel4_004.dsf	146	narration		　泥まみれの手で、己の喉を掴む。	用沾满泥巴的手，死死掐住自己的喉咙。
noel4_004.dsf:151	noel4_004.dsf	151	dialogue	vfnoel4_004noe006	「……っぐ」	「……唔」
noel4_004.dsf:155	noel4_004.dsf	155	narration		　苦しくて苦しくて、涙が止まらない。	难受得要命，眼泪止不住地流。
noel4_004.dsf:159	noel4_004.dsf	159	narration		　どうしてこんなことになってしまったのだろう。	为什么会变成这样呢。
noel4_004.dsf:163	noel4_004.dsf	163	narration		　どうして、間違えてしまったのだろう。	为什么，会弄错呢。
noel4_004.dsf:167	noel4_004.dsf	167	narration		　死なせたくなかった。今になって、やっとわかった。	不想让她死。到了现在，才终于明白。
noel4_004.dsf:171	noel4_004.dsf	171	narration		　こんな気持ちが自分の中にあることに、やっと、気がつけた。	终于意识到，自己的心里居然会有这样的感受。
noel4_004.dsf:175	noel4_004.dsf	175	narration		　だけどもう、取り返しがつかない。雪野は帰ってこない。あのピアノはもう聞こえない。	可是已经无法挽回了。雪野不会回来了。再也听不到那琴声了。
noel4_004.dsf:179	noel4_004.dsf	179	narration		　すべては、遅すぎた。	一切，都太迟了。
noel4_004.dsf:184	noel4_004.dsf	184	dialogue	vfnoel4_004noe007	「これが……死？」	「这就是……死？」
noel4_004.dsf:188	noel4_004.dsf	188	narration		　死ぬって、こういうこと？	所谓的死亡，就是这么一回事？
noel4_004.dsf:193	noel4_004.dsf	193	dialogue	vfnoel4_004noe008	「殺すって……こんなに痛いこと？」	「杀人……是这么痛的事吗？」
noel4_004.dsf:197	noel4_004.dsf	197	narration		　それなら今までしてきたことはなんだったの？	那自己迄今为止所做的一切到底算什么？
noel4_004.dsf:201	noel4_004.dsf	201	narration		　私はこんなことを平気で繰り返してきたの？	我难道一直以来都在满不在乎地重复着这种事情吗？
noel4_004.dsf:206	noel4_004.dsf	206	dialogue	vfnoel4_004noe009	「……お、しえて、よ……」	「……教、教教我、啊……」
noel4_004.dsf:210	noel4_004.dsf	210	narration		　どうしたら、雪野にまた会えるのか。	要怎么做，才能再次见到雪野。
noel4_004.dsf:214	noel4_004.dsf	214	narration		　こないだみたいに理理と三人でケーキを食べて、笑い合えるのか。	怎样才能像前阵子那样和理理三个人一起吃蛋糕、相视而笑。
noel4_004.dsf:218	noel4_004.dsf	218	narration		　優しいピアノを、弾いてもらえるのか。	怎样才能再让那温柔的钢琴声响起。
noel4_004.dsf:222	noel4_004.dsf	222	narration		　嘘をついていてごめんと、謝れるのか。	怎样才能对她说出一句「对不起，我不该撒谎」来向她道歉。
noel4_004.dsf:226	noel4_004.dsf	226	narration		　どうしたらいいのか。	到底该怎么做才好。
noel4_004.dsf:231	noel4_004.dsf	231	dialogue	vfnoel4_004noe010	「誰か……おしえてよ……」	「谁来……教教我啊……」
noel4_004.dsf:235	noel4_004.dsf	235	narration		　ぐしゃぐしゃに歪んだ顔を覆い、再び草の中にうずくまった。	她掩住哭得一塌糊涂的脸，再次缩进草丛中。
noel4_004.dsf:239	noel4_004.dsf	239	narration		　――あのときに、戻れたらいいのに。	——要是能回到那个时候就好了。
noel4_004.dsf:243	noel4_004.dsf	243	narration		　血まみれの屋上で、選択を強いられたあの空の下に、戻れたら。	要是能回到满是鲜血的屋顶、被迫做出抉择的那片天空之下。
noel4_004.dsf:247	noel4_004.dsf	247	narration		　そうしたら、きっと、今度は違う答えを出せた。	那样的话，这一次一定能给出不一样的答案。
noel4_004.dsf:251	noel4_004.dsf	251	narration		　苦しんでいる雪野に背を向けずに、救い出す道を見出せた。	一定能找到不背对受苦的雪野、将她拯救出来的道路。
noel4_004.dsf:255	noel4_004.dsf	255	narration		　そして、きっと、雪野を殺さずにすんだ。	而且，也一定可以不用杀死雪野。
noel4_004.dsf:259	noel4_004.dsf	259	narration		　殺したのは私。この私。	杀害她的是我。就是我。
noel4_004.dsf:263	noel4_004.dsf	263	narration		　死神。	死神。
noel4_004.dsf:267	noel4_004.dsf	267	narration		　たくさん殺して、たくさん殺して、そして今度は、雪野を――	杀掉了那么多人，杀掉了那么多人，而这一次，又是雪野——
noel4_004.dsf:284	noel4_004.dsf	284	dialogue	vfnoel4_004noe011	「……っ！？」	「……！？」
noel4_004.dsf:288	noel4_004.dsf	288	narration		　空が翳る。	天空阴暗下来。
noel4_004.dsf:292	noel4_004.dsf	292	narration		　突然に差しかけられたのは、大きな黒い傘だ。	一把巨大的黑伞突然撑到了头顶。
noel4_004.dsf:296	noel4_004.dsf	296	narration		　このにおい。たばこ。	这个味道。香烟。
noel4_004.dsf:300	noel4_004.dsf	300	narration		　理理じゃ、ない――	不是理理——
noel4_004.dsf:316	noel4_004.dsf	316	dialogue	vmnoel4_004tka000	「……っと」	「……哟。」
noel4_004.dsf:322	noel4_004.dsf	322	narration		　反応は無意識だった。	反应完全出自本能。
noel4_004.dsf:326	noel4_004.dsf	326	narration		　横っ飛び、一瞬にしてとった距離は、３メートル。いつでも飛びかかれる体勢で、腰を低く落とす。	往旁一跃，瞬间拉开三米的距离。摆出随时都能扑上去的姿势，压低腰身。
noel4_004.dsf:330	noel4_004.dsf	330	narration		　その、真正面。	而在正前方。
noel4_004.dsf:334	noel4_004.dsf	334	narration		　男が一人、驚きを隠さない表情で棒立ちになっていた。	一个男人毫无掩饰满脸惊讶地呆立在那里。
noel4_004.dsf:338	noel4_004.dsf	338	narration		　ノエルの俊敏な動きについていけないまま、目を丸くしていたのは、しかし一瞬。	没能跟上诺艾尔敏捷的动作而瞪大双眼，不过也只是一瞬的事。
noel4_004.dsf:350	noel4_004.dsf	350	dialogue	vmnoel4_004tka001	「――おいおい、なんだぁ？　どーしたよ？　かーわいい顔、おっかなくしちまって」	「——喂喂，怎么啦？出什么事了？把这么漂亮的脸蛋弄得这么吓人。」
noel4_004.dsf:357	noel4_004.dsf	357	narration		　肩をすくめ、冗談めかして叩く軽口は、なめらかだ。	他耸耸肩，开玩笑般脱口而出的轻浮话语显得尤为流畅。
noel4_004.dsf:362	noel4_004.dsf	362	dialogue	vfnoel4_004noe012	「……誰」	「……谁。」
noel4_004.dsf:374	noel4_004.dsf	374	dialogue	vmnoel4_004tka002	「お？　まともな言葉、しゃべれんじゃねえの。茹で上がった猫みてえに、フーフー言い出すかと思ったら」	「噢？这不是能好好说话嘛。我还以为你会像只煮熟的猫似的，呼哧呼哧地哈气呢。」
noel4_004.dsf:381	noel4_004.dsf	381	narration		　傾けた傘の下、男は片眉を上げ、頬を歪めて笑う。適当に撫でつけただけの髪に、無精ひげの目立つ顎。	在倾斜的伞下，男人扬起一边眉毛，歪着脸笑了笑。头发只是随便理了理，胡碴在下巴上格外抢眼。
noel4_004.dsf:385	noel4_004.dsf	385	narration		　よれたシャツ、ゆるんだネクタイ。	皱巴巴的衬衫，松垮的领带。
noel4_004.dsf:390	noel4_004.dsf	390	narration		　プレスされていないパンツ。	没熨过的裤子。
noel4_004.dsf:394	noel4_004.dsf	394	narration		　泥に塗れた汚い皮靴。	沾满泥巴的脏皮鞋。
noel4_004.dsf:398	noel4_004.dsf	398	narration		　思わず、	忍不住，
noel4_004.dsf:403	noel4_004.dsf	403	dialogue	vfnoel4_004noe013	「……臭い」	「……好臭。」
noel4_004.dsf:407	noel4_004.dsf	407	narration		　呟いていた。	她喃喃自语着。
noel4_004.dsf:416	noel4_004.dsf	416	dialogue	vmnoel4_004tka003	「はぁ！？」	「哈！？」
noel4_004.dsf:423	noel4_004.dsf	423	narration		　鼻をつくのは、強い煙草の臭いだ。	扑鼻而来的，是浓烈的烟草味。
noel4_004.dsf:427	noel4_004.dsf	427	narration		　裕樹の甘い香りとは違う、もっと煙たい嫌な臭い。	与裕树身上那股甜甜的香气不同，是更加呛人、令人厌恶的臭味。
noel4_004.dsf:431	noel4_004.dsf	431	narration		　ノエルは顔をしかめ、男の顔を睨み上げた。	吉川诺艾尔皱起眉头，仰头瞪着男人的脸。
noel4_004.dsf:435	noel4_004.dsf	435	narration		　今のノエルはひどく気が立っている。コントロールがきかない。する気もない。	现在的吉川诺艾尔极其躁动。控制不住情绪，也没有去控制的打算。
noel4_004.dsf:446	noel4_004.dsf	446	dialogue	vmnoel4_004tka004	「おいこら。大人相手に失礼なこと言ってんじゃねえぞメスガキが。俺の香るダンディズムに文句あんのか？　ま、確かに風呂はここんとこご無沙汰だが――大人には事情ってもんがあんだよ」	「喂喂。臭丫头，少对大人说这种失礼的话。对我散发出的绅士风度有意见吗？嘛，虽然最近确实好久没泡澡了——但大人也是有大人的苦衷啊。」
noel4_004.dsf:453	noel4_004.dsf	453	narration		　どこか間の抜けた、歌うような節回しで語り、男はグルリと首を回す。ゴキリ、と首関節が音を立てて鳴る。	男人带着几分滑稽、宛如吟唱般的腔调说着，扭了扭脖子。「咯吱」，颈关节发出沉闷的响声。
noel4_004.dsf:457	noel4_004.dsf	457	narration		　飄々とした、その表情。	那飘忽随意的表情。
noel4_004.dsf:461	noel4_004.dsf	461	narration		　かすれて低く響く声。	沙哑而低沉的声音。
noel4_004.dsf:465	noel4_004.dsf	465	narration		　緊張の欠片もない、弛緩した立ち姿。	毫无半点紧张感、松弛懈怠的站姿。
noel4_004.dsf:469	noel4_004.dsf	469	narration		　そり忘れたらしい首の辺りのヒゲを指先でひっぱるふざけた仕草。	用手指去拽脖颈附近似乎漏刮了的胡碴，那吊儿郎当的举止。
noel4_004.dsf:473	noel4_004.dsf	473	narration		　――なにもかもが、ひどく苛ついた。	——这一切的一切，都让她无比火大。
noel4_004.dsf:477	noel4_004.dsf	477	narration		　ノエルの整った容貌が、残酷な獣じみて歪む。	吉川诺艾尔精致的面容，如残酷的野兽般扭曲起来。
noel4_004.dsf:482	noel4_004.dsf	482	dialogue	vfnoel4_004noe014	「……誰、と、聞いたはずよ。同じことを何度も言うのは好きじゃないわ。答えなさい」	「……我应该问过，你是『谁』。我不喜欢同一句话重复很多次。回答我。」
noel4_004.dsf:495	noel4_004.dsf	495	dialogue	vmnoel4_004tka005	「おーおー、でっけえ目ン玉、ぎらぎらさせてまぁ。まるでまいごのきつねりすのよぉ～……ってのはなんのセリフだったっけ？」	「哎呀呀，大眼睛瞪得闪闪发亮呢。简直就像迷路的小狐狸松鼠一样～……话说那是哪里的台词来着？」
noel4_004.dsf:503	noel4_004.dsf	503	dialogue	vfnoel4_004noe015	「そんなの知らない」	「那种事我怎么知道。」
noel4_004.dsf:511	noel4_004.dsf	511	dialogue	vmnoel4_004tka006	「えー、しっらないのぉー、それってやばげー、なーんてな」	「哎～，不知道呀～，那可不妙喽～，开玩笑的啦。」
noel4_004.dsf:519	noel4_004.dsf	519	dialogue	vfnoel4_004noe016	「……誰、と聞いたの。これで３度目」	「……我问你是『谁』。这已经是第三次。」
noel4_004.dsf:523	noel4_004.dsf	523	narration		　あと一度、同じことを繰り返させたら、そのときは――	只要再让我重复一次，到时候——
noel4_004.dsf:531	noel4_004.dsf	531	dialogue	vmnoel4_004tka007	「あーいあいあい。まあ待てって、あとで自己紹介すっからよ。ふーん……ま、なーるほどね。さっきおまえさんを見かけたときにゃーどこの野生の王国に迷い込んだかと思ったが――」	「好好好。先等等嘛，待会儿我会自我介绍的。唔……嘛，原来如此呢。刚才看到你的时候，我还以为误闯了哪个野生王国呢——」
noel4_004.dsf:537	noel4_004.dsf	537	narration		　右の指先が、グルヴェイグの柄に触れる。	右手指尖触碰到了古尔薇格的柄。
noel4_004.dsf:541	noel4_004.dsf	541	narration		　左の指先が、レギンレイブのシースを辿る。	左手指尖抚过莱金雷夫的刀鞘。
noel4_004.dsf:545	noel4_004.dsf	545	narration		　震え、雨に冷え、時を待つ。	颤抖着，在雨中冷却，等待着时机。
noel4_004.dsf:549	noel4_004.dsf	549	narration		　動いてみろ。動いてみろ。	动一下试试。动一下试试。
noel4_004.dsf:553	noel4_004.dsf	553	narration		　引き裂いてやる。	我要撕碎你。
noel4_004.dsf:557	noel4_004.dsf	557	narration		　饒舌すぎるおまえの命を、私が一瞬で掻き切ってやる。	你这过于罗嗦的性命，我会在一瞬间割断。
noel4_004.dsf:565	noel4_004.dsf	565	dialogue	vmnoel4_004tka008	「――腰まで届く長い髪に、色素の薄い目。色素の薄い肌。身長およそ１５５センチ程度。名前は……吉川ノエル。最近やってきたばかりの転校生。それって、おまえさんのことだろ？」	「——及腰的长发，浅色的双眼。浅色的肌肤。身高大概在155公分左右。名字叫……吉川诺艾尔。最近刚转学过来的转学生。说的就是你吧？」
noel4_004.dsf:572	noel4_004.dsf	572	narration		　ノエルの眼差しが血臭を帯びて、凶暴になる。	吉川诺艾尔的眼神渗出血腥味，变得凶暴起来。
noel4_004.dsf:576	noel4_004.dsf	576	narration		　こいつ――何者？	这家伙——到底是什么人？
noel4_004.dsf:581	noel4_004.dsf	581	dialogue	vfnoel4_004noe017	「……それがなに」	「……那又怎样。」
noel4_004.dsf:593	noel4_004.dsf	593	dialogue	vmnoel4_004tka009	「はは。すげえな、ついてる。ナンパ一発目でビーンゴ、ってな」	「哈哈。厉害啊，运气真好。搭讪第一下就中大奖了呢。」
noel4_004.dsf:600	noel4_004.dsf	600	narration		　ノエルは息を細く吐き、濡れて滑る足元を、悟られないように確保する。	吉川诺艾尔细微地吐出一口气，悄无声息地踩稳了湿滑的脚下。
noel4_004.dsf:604	noel4_004.dsf	604	narration		　いつだって、飛びかかれる。	随时都可以扑上去。
noel4_004.dsf:609	noel4_004.dsf	609	dialogue	vfnoel4_004noe018	「……なぜ、私の名前を知っているの。おまえ、一体、何者なの」	「……你为什么会知道我的名字。你这家伙，到底是什么人。」
noel4_004.dsf:618	noel4_004.dsf	618	dialogue	vmnoel4_004tka010	「気になるかい？」	「很在意吗？」
noel4_004.dsf:625	noel4_004.dsf	625	narration		　男はゆっくりと片手を懐に差し入れる。	男人慢慢地将一只手伸进怀里。
noel4_004.dsf:633	noel4_004.dsf	633	dialogue	vmnoel4_004tka011	「そのセリフ、昨日まったくおんなじの聞いたぜ？　きれーなおねーさまが長い爪で俺の腹をこう触りながら『ねえんあなたって何者ぉ？　電話番号おしえてぇん？　今夜アフター焼肉連れてって？　それか明日同伴してよぉん』って……っと！」	「这台词，我昨天听过一模一样的哦？漂～亮的大姐姐用长指甲摸着我的肚子这样说『哎～你到底是什么人嘛～？告诉我电话号码好不好呀～？今晚下班带我去吃烤肉嘛？不然明天同伴陪我出场嘛～』……好险好险！」
noel4_004.dsf:641	noel4_004.dsf	641	narration		　男の動きを警戒するノエルの目のぎらつきに、男は慌てて顔を引き攣らせる。	看到警惕着自己动作的吉川诺艾尔眼中散发出的凶光，男人慌忙抽搐着脸庞。
noel4_004.dsf:654	noel4_004.dsf	654	dialogue	vmnoel4_004tka012	「おいおい、鉄臭えモン出そうとしてるわけじゃねえっての！　こんなとこでンなモン出すか！　おら、これだ！」	「喂喂，我可没打算拿出带铁锈味的东西啊！怎么可能在这种地方拿那种东西！喏，是这个！」
noel4_004.dsf:661	noel4_004.dsf	661	dialogue	vfnoel4_004noe019	「っ！」	「呃！」
noel4_004.dsf:665	noel4_004.dsf	665	narration		　ノエルはさらにきつく瞳を眇める。	吉川诺艾尔将双眼眯得更紧了。
noel4_004.dsf:669	noel4_004.dsf	669	narration		　男が突き出したのは、桜の紋が入ったＩＤカード。	男人亮出来的是一张带有樱花纹章的身份卡。
noel4_004.dsf:676	noel4_004.dsf	676	dialogue	vmnoel4_004tka013	「用宗隆弘。独身。趣味はバイクいじりにキャバクラめぐり。欲しいモンは嫁。職業は――警察官、ってやつだ」	「用宗隆弘。单身。兴趣是倒腾摩托和逛陪酒俱乐部。想要的东西是老婆。职业嘛——就是警察啦。」
noel4_004.dsf:683	noel4_004.dsf	683	dialogue	vfnoel4_004noe020	「警察……警察が一体、なんの用なの」	「警察……警察到底有什么事。」
noel4_004.dsf:687	noel4_004.dsf	687	narration		　嫌な予感が背中を伝った。	不祥的预感掠过脊背。
noel4_004.dsf:694	noel4_004.dsf	694	dialogue	vmnoel4_004tka014	「おまわりさんは正義の味方だぜ？　正義の味方がここにいて、なんかマズイことでもあるかい？　市民の安全がボクたちの幸せよ？」	「警察叔叔可是正义的伙伴哦？正义的伙伴待在这里，有什么不妙的吗？市民的安全就是我们的幸福哟？」
noel4_004.dsf:701	noel4_004.dsf	701	narration		　男は――用宗はそう軽口を叩いて笑う。	男人——用宗这样油腔滑调地笑了起来。
noel4_004.dsf:705	noel4_004.dsf	705	narration		　だが、その目だ。	但是，是那双眼睛。
noel4_004.dsf:709	noel4_004.dsf	709	narration		　目は笑っていない。	他的眼睛没有半点笑意。
noel4_004.dsf:713	noel4_004.dsf	713	narration		　冷たい炎を孕んだように、ひどく冷静にノエルを観察している。	仿佛蕴藏着冰冷的火焰般，极其冷静地观察着吉川诺艾尔。
noel4_004.dsf:717	noel4_004.dsf	717	narration		　視線の細かな動きでわかる。	从那视线极其细微的移动中便能看出来。
noel4_004.dsf:721	noel4_004.dsf	721	narration		　用宗は、ノエルの頭の先から爪先まで、克明に記憶に刻み込むみたいに、じっくりと観察している。	用宗从吉川诺艾尔的头顶直到脚尖，仿佛要清晰地刻入记忆中一般，仔细地端详着。
noel4_004.dsf:725	noel4_004.dsf	725	narration		　只者では、ない。	绝非等闲之辈。
noel4_004.dsf:729	noel4_004.dsf	729	narration		　こんな平和な国で警察官なんかに収まっているのが不自然なほどに、用宗の視線は『プロ』のそれだ。	用宗那完全属于『专业人士』的眼神，甚至让人觉得他窝在这种和平国家的警察岗位上显得极不自然。
noel4_004.dsf:734	noel4_004.dsf	734	dialogue	vfnoel4_004noe021	「……私に用事がないなら、余所へ行って」	「……要是找我没什么事，请去别处」
noel4_004.dsf:738	noel4_004.dsf	738	narration		　ノエルはかすかに距離を詰めながら、男の動きに全神経を配る。	吉川诺艾尔微微缩短距离，将全副神经都集中在这个男人的举动上。
noel4_004.dsf:742	noel4_004.dsf	742	narration		　その挙動、何一つ見逃すまい。	绝不放过他的任何一举一动。
noel4_004.dsf:749	noel4_004.dsf	749	dialogue	vmnoel4_004tka015	「用事ならあるんだなあ、これが。……昨日、この学校の女の子が一人、交通事故で亡くなったな」	「要说找你有事的话，还真有呢。……昨天，这所学校有个女孩子，因交通事故去世了吧」
noel4_004.dsf:756	noel4_004.dsf	756	narration		　わずかに、奥歯を噛み締める。	她微微咬紧了后槽牙。
noel4_004.dsf:761	noel4_004.dsf	761	dialogue	vfnoel4_004noe022	「……それが、なに」	「……那，又怎样」
noel4_004.dsf:771	noel4_004.dsf	771	dialogue	vmnoel4_004tka016	「かわいそうに、その女の子は、ろくに捜査もされないまま、事件性なしの交通事故ってことで処理されちまった。検死さえもすっ飛ばしてな」	「真可怜啊，那个女孩子连像样的调查都没做，就被当成没有案情嫌疑的交通事故给处理掉了。甚至连验尸都被跳过了呢」
noel4_004.dsf:775	noel4_004.dsf	775	dialogue	vmnoel4_004tka017	「ま、遺体の損傷がひどくて検死するのが不可能だったってぇ理由はついてるんだが、単純な交通事故で、検死できねえほど損傷を負う遺体って、なんだ？　こんなおかしいことってねえだろ？　俺はそー思ったわけだ」	「嘛，虽说给出的理由是遗体损伤严重导致无法验尸，但单纯的交通事故，居然能出现损伤到无法验尸的遗体，这算怎么回事？哪有这么荒谬的事？我就是这么想的啊」
noel4_004.dsf:783	noel4_004.dsf	783	narration		　検死さえ、せず――？	甚至连验尸……都没做——？
noel4_004.dsf:787	noel4_004.dsf	787	narration		　もう火葬に？	已经火化了？
noel4_004.dsf:791	noel4_004.dsf	791	narration		　驚くが、表情には出さない。声にも出さず、淡々と呟く。	虽然惊异，却没有显露在脸上。声音也毫无波澜，只是淡然念道。
noel4_004.dsf:796	noel4_004.dsf	796	dialogue	vfnoel4_004noe023	「……そんなこと、私に……単なる一生徒に、話してもいいの？」	「……那种事，跟我……跟我一个普通学生说，好吗」
noel4_004.dsf:804	noel4_004.dsf	804	dialogue	vmnoel4_004tka018	「本当はＮＧだぜ、もちろん。バレりゃー最低でも訓戒、下手すりゃ刑事罰に問われる。だが――あんたには、話しておいたほうがいいとも思ったわけだ」	「按规定当然是不行的，当然。要是暴露了，轻则受训诫，重则追究刑事责任。不过——我觉得还是跟你说说比较好」
noel4_004.dsf:812	noel4_004.dsf	812	dialogue	vfnoel4_004noe024	「なぜ」	「为什么」
noel4_004.dsf:816	noel4_004.dsf	816	narration		　口元には笑みを残したまま、用宗はわずかに視線を鋭くする。	嘴角依旧挂着笑容，用宗的眼神却微微变得锐利起来。
noel4_004.dsf:829	noel4_004.dsf	829	dialogue	vmnoel4_004tka019	「……かわいそうな女の子の、お兄ちゃんを、知ってるかい？」	「……那个可怜女孩的哥哥，你认识吗」
noel4_004.dsf:837	noel4_004.dsf	837	dialogue	vfnoel4_004noe025	「知らないわ」	「不认识」
noel4_004.dsf:841	noel4_004.dsf	841	narration		　――そういえば、兄の職業は警察官だと――雪野の言葉を思い出す。	——这么说来，哥哥的职业是警察——吉川诺艾尔想起了松井雪野说过的话。
noel4_004.dsf:852	noel4_004.dsf	852	dialogue	vmnoel4_004tka020	「不思議なご縁ってやつで、奴は俺のかわいい後輩だったわけだ。真面目で、いーい男だ。上司の覚えもめでたくて、ノンキャリではあったが、かなり上まで行くんじゃねえかって言われてた優秀な刑事だ」	「说来真是奇妙的缘分，那家伙正好是我可爱的小后辈。认真又是个绝顶的好男人。深受上司赏识，虽说只是非职业组，但大家都说他能升到相当高的位置，是个优秀的刑警」
noel4_004.dsf:856	noel4_004.dsf	856	dialogue	vmnoel4_004tka021	「そいつが、昨日から行方をくらましていてな」	「可那家伙，从昨天起就失踪了呢」
noel4_004.dsf:863	noel4_004.dsf	863	narration		　ノエルは静かに息を殺す。	吉川诺艾尔静静地屏住呼吸。
noel4_004.dsf:867	noel4_004.dsf	867	narration		　動揺を、悟られるな。	绝不能被察觉到动摇。
noel4_004.dsf:875	noel4_004.dsf	875	dialogue	vmnoel4_004tka022	「今朝早く、遺体が発見された。とある町の海岸で、波打ち際にぷかぷか浮いてたそうだ」	「今天大清早，遗体被发现了。据说是在某个小镇的海岸边，在波浪里轻飘飘地浮着呢」
noel4_004.dsf:883	noel4_004.dsf	883	dialogue	vfnoel4_004noe026	「……っ」	「……っ」
noel4_004.dsf:887	noel4_004.dsf	887	narration		　嘘だ。	骗人。
noel4_004.dsf:891	noel4_004.dsf	891	narration		　瞬間的にそう思う。	瞬间产生了这样的想法。
noel4_004.dsf:895	noel4_004.dsf	895	narration		　だって、そんなわけはない。	因为，绝不可能有这种事。
noel4_004.dsf:899	noel4_004.dsf	899	narration		　昨日、あの男の遺体は、ノエル自ら、深い海に沈めたのだ。もちろんエマノンのバックアップチームも一緒にいた。	昨天，那个男人的遗体，是吉川诺艾尔亲手沉入深海的。当然，埃玛农的后援小组也在一起。
noel4_004.dsf:903	noel4_004.dsf	903	narration		　ミスなんか、するわけがない。	绝不可能发生失误。
noel4_004.dsf:907	noel4_004.dsf	907	narration		　浮かび上がらないようにちゃんと処理したのだ。	明明做好了妥善处理，确保他不会浮上来的。
noel4_004.dsf:911	noel4_004.dsf	911	narration		　――おかしい。	——太奇怪了。
noel4_004.dsf:915	noel4_004.dsf	915	narration		　あるわけがないことが、起きている。	绝不可能会发生的事，正在发生。
